Arquivo,local,Local Solicitante,Documento,Data,Hora,Produto,Grupo,Qtd,UN,Val.Total,Peso_Produto_kg,Peso_Total_kg
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/032863,16/05/2025,10:46:08,CELECOXIBE CAPSULA 200 MG 09.M.01.A Progra,,-300.0,CP,"147,117546","0,001","0,300"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/032959,16/05/2025,13:45:37,PREDNISONA COMPRIMIDO 20 MG 09.H.02.A Gerê,,-2.4,CP,"346,387488","0,001","0,002"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/033161,19/05/2025,09:03:49,AGULHA PARA CANETA DE INSULINA 5 MM,,-2.0,UM,"185,991940","0,002","0,004"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/034432,22/05/2025,14:16:21,CARBONATO DE CALCIO COMPRIMIDO OU 09.A.12.,,-2.1,UN,"830,034681","0,001","0,002"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/035044,26/05/2025,07:23:39,LIDOCAINA (CLORIDRATO) + EPINEFRINA 09.N.0,,-300.0,TB,"648,180588","0,100","30,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/035620,27/05/2025,16:26:03,AGULHA DE COLETA MÚLTIPLA COM,,-500.0,UN,"157,864120","0,002","1,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/035620,27/05/2025,16:26:03,FRASCO COLETOR PARA FEZES COM,,-500.0,UN,"921,369585","0,050","25,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/035620,27/05/2025,16:26:03,KIT DE COLETA DE URINA,,-900.0,KT,"423,822330","0,200","180,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/035620,27/05/2025,16:26:03,TUBO PARA COLETA DE SANGUE SISTEMA,,-1.2,TB,"588,030084","0,010","0,012"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/035620,27/05/2025,16:26:03,FRASCO COLETOR DE URINA 24 HORAS,,-32.0,UN,"144,457328","0,150","4,800"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037421,03/06/2025,13:18:49,DIPIRONA COMPRIMIDO 500MG 09.N.02.B Gerênci,,-5.0,CP,"527,761150","0,001","0,005"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"AGULHA HIPODÉRMICA 25 X 0,8 COM",,-500.0,UN,"106,788215","0,002","1,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"AGULHA HIPODERMICA 30 X 0,8 COM",,-500.0,UN,"114,867645","0,002","1,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"AGULHA HIPODERMICA 40 X 1,2 COM",,-600.0,UN,"147,436146","0,002","1,200"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,BENZILPENICILINA BENZATINA PO PARA 09.J.01,,-50.0,FA,"319,143864","0,100","5,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"CATETER INTRAVENOSO PERIFÉRICO 22G,",,-100.0,UN,"145,010163","0,015","1,500"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"CATETER INTRAVENOSO PERIFERICO 24G,",,-100.0,UN,"158,328323","0,015","1,500"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,CEFTRIAXONA PÓ PARA SOLUÇÃO 09.J.01.D,,-100.0,FA,"319,434476","0,150","15,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-120.0,UN,"333,905648","0,100","12,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-100.0,UN,"359,847434","0,100","10,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"COLETOR DE URINA ABERTO ADULTO, NÃO",,-500.0,UM,"111,118425","0,100","50,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,COMPLEXO B SOLUCAO INJETAVEL 09.B.05.X,,-100.0,AM,"101,733948","0,150","15,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,CURATIVO DE ALGINATO DE CÁLCIO 10 CM,,-50.0,UM,"232,464246","0,008","0,400"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,CURATIVO DE ESPUMA DE POLIURETANO,,-5.0,UN,"201,354409","0,008","0,040"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,FILME ADESIVO TRANSPARENTE NAO,,-4.0,UN,"132,222377","0,100","0,400"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,CURATIVO NÃO ADERENTE COM,,-100.0,UN,"349,011490","0,008","0,800"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,DIPIRONA SOLUCAO INJETAVEL 500 MG/ML 09.N.,,-200.0,AM,"157,744556","0,150","30,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,"LUVA CIRURGICA CONVENCIONAL Nº 7,0 EM",,-100.0,PR,"109,436469","0,010","1,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,LUVA DE PROCEDIMENTO NAO ESTERIL DE,,-1.0,UM,"206,753640","0,010","0,010"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,PANTOPRAZOL PÓ LIOFILIZADO PARA 09.A.02.B,,-20.0,FA,"124,931450","0,100","2,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,SONDA URETRAL Nº 12,,-940.0,UM,"401,215876","0,015","14,100"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:56,TENOXICAM PO LIOFILIZADO PARA 09.M.01.A,,-200.0,FA,"829,239276","0,100","20,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/037726,04/06/2025,10:11:57,TESTE RÁPIDO PARA DETECÇÃO DE,,-75.0,UN,"405,358543","0,100","7,500"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/038375,05/06/2025,17:50:21,CICLOBENZAPRINA (CLORIDRATO) 09.M.03.B Ger,,-3.0,CP,"251,437680","0,100","0,300"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/039536,10/06/2025,17:24:55,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-300.0,UN,"834,764121","0,100","30,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/040557,13/06/2025,15:24:11,BUDESONIDA AEROSSOL NASAL 32MCG/DOSE 09.99.0,,-60.0,FR,"557,768646","0,100","6,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/040557,13/06/2025,15:24:11,NITROFURANTOINA CAPSULA 100 MG 09.J.01.X G,,-560.0,CS,"141,359176","0,001","0,560"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/042126,23/06/2025,07:53:29,AMOXICILINA + CLAVULANATO DE 09.J.01.C,,-720.0,CP,"858,097721","0,100","72,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043036,25/06/2025,11:33:03,TUBO PARA COLETA DE SANGUE SISTEMA,,-1.2,UM,"412,507884","0,010","0,012"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043036,25/06/2025,11:33:03,FRASCO COLETOR DE URINA 24 HORAS,,-32.0,UN,"144,457328","0,150","4,800"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,CEFTRIAXONA PÓ PARA SOLUÇÃO 09.J.01.D,,-50.0,FA,"159,717238","0,150","7,500"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-120.0,UN,"333,905648","0,100","12,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,COLAGENASE POMADA DERMATOLOGICA 09.D.03.B,,-10.0,BS,"105,212969","0,050","0,500"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,"COLETOR DE URINA ABERTO ADULTO, NÃO",,-500.0,UM,"111,118425","0,100","50,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,"COMPRESSA DE GAZE 7,5CM X 7,5CM 13",,-1.2,PC,"600,688380","0,005","0,006"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,CURATIVO DE ALGINATO DE CÁLCIO 10 CM,,-100.0,UM,"464,928491","0,008","0,800"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,CURATIVO ADESIVO DE,,-10.0,UM,"325,331004","0,008","0,080"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,CURATIVO NÃO ADERENTE COM,,-36.0,UN,"125,644136","0,008","0,288"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,ESPAÇADOR PARA INALADOR,,-50.0,UN,"542,996768","0,100","5,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,"ESPARADRAPO CIRURGICO 10CM X 4,5M",,-24.0,RL,"185,039268","0,100","2,400"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,"LUVA CIRÚRGICA ESPECIAL N° 6,5 ISENTA",,-100.0,PR,"365,164651","0,010","1,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,SONDA URETRAL Nº 12,,-1.88,UM,"802,431752","0,015","0,028"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/043898,27/06/2025,15:30:30,TENOXICAM PO LIOFILIZADO PARA 09.M.01.A,,-100.0,FA,"394,042648","0,100","10,000"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/044072,28/06/2025,14:51:50,AMÁLGAMA CÁPSULA COM 2 PORÇÕES,,-3.0,UM,"340,715844","0,100","0,300"
Distribuição NLF SO x UBS 5 Recanto das Emas.pdf,505 - LOGÍSTICA FARMACÊUTICA APS SUDOESTE,508305 - FARMÁCIA - UBS 5,505-25/044295,30/06/2025,12:04:21,LUVA DE PROCEDIMENTO NAO ESTERIL DE,,-3.0,UM,"614,295270","0,010","0,030"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,"CAIXA COLETORA, CAPACIDADE: 13 LITROS,",,-200.0,UA,"851,377650","0,100","20,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-100.0,CN,"151,676914","0,100","10,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,"MANTA DE POLIPROPILENO, TAMANHO: 50 3601",,-1.0,FL,"442,129940","0,300","0,300"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,"AÇÚCAR CRISTAL, 2 KG",,-30.0,PC,"187,744716","2,000","60,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,"ABSORVENTE HIGIÊNICO, PÓS-PARTO",,-800.0,UN,"290,994072","0,100","80,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,CALCINHA DESCARTÁVEL,,-600.0,UN,"547,629564","0,050","30,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,APARELHO PARA BARBEAR,,-300.0,UM,"231,726816","0,100","30,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/032490,15/05/2025,11:33:01,ESCOVA DEGERMANTE PARA ASSEPSIA -,,-600.0,UM,"841,753116","0,100","60,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/033023,16/05/2025,15:45:52,ENVELOPE EM PAPEL KRAFT 240X340MM,,-500.0,UN,"139,958475","0,100","50,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/033023,16/05/2025,15:45:52,SACO DE HAMPER PARA COLETA DE,,-500.0,UM,"497,329425","0,100","50,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/033137,19/05/2025,07:37:55,AVENTAL DE PROCEDIMENTO NÃO,,-30.0,UN,"329,838134","0,050","1,500"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,LIVRO ATA 100 FOLHAS,,-30.0,UM,"277,344593","0,100","3,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,"COPO DESCARTÁVEL, CAPACIDADE MÍNIMA",,-100.0,CN,"151,676914","0,100","10,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,"CAIXA COLETORA, CAPACIDADE: 13 LITROS,",,-200.0,UA,"844,038834","0,100","20,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,SACO DE HAMPER PARA COLETA DE,,-500.0,UM,"447,783940","0,100","50,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,ENVELOPE EM PAPEL KRAFT 240X340MM,,-500.0,UN,"139,958475","0,100","50,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,"AÇÚCAR CRISTAL, 2 KG",,-30.0,PC,"187,744716","2,000","60,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,KIT DE HIGIENE BUCAL ADULTO - CAIXA,,-100.0,KT,"487,068737","0,200","20,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,"FRALDA DESCARTÁVEL, INFANTIL,",,-1.056,UN,"610,628093","0,040","0,042"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:00,"FRALDA DESCARTÁVEL, INFANTIL,",,-1.2,UN,"635,833764","0,040","0,048"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:01,ELETRODO DESCARTÁVEL ADULTO PARA 3601,,-4.0,UM,"744,312280","0,005","0,020"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:01,"GELÉIA ECOGEL,APLICAÇÃO: MONITOR 3601",,-24.0,TB,"164,589712","0,050","1,200"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:01,"ABSORVENTE HIGIÊNICO, PÓS-PARTO",,-1.2,UN,"436,491108","0,100","0,120"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:01,SAPATILHA DESCARTÁVEL,,-1.2,UN,"242,822040","0,050","0,060"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/040820,16/06/2025,10:19:01,APARELHO PARA BARBEAR,,-300.0,UM,"198,075756","0,100","30,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/043531,26/06/2025,14:36:36,"INVÓLUCRO PARA CADÁVER, TIPO USO:",,-40.0,UM,"438,499766","0,500","20,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/043534,26/06/2025,14:38:19,"INVÓLUCRO PARA CADÁVER, TIPO USO:",,-40.0,UM,"438,499766","0,500","20,000"
Distribuição Almoxarifado Central x HRPL.pdf,1 - ALMOXARIFADO CENTRAL,1011 - ALMOXARIFADO -,1-25/043538,26/06/2025,14:49:04,"INVÓLUCRO PARA CADÁVER, TIPO USO:",,-40.0,UM,"438,499766","0,500","20,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/029409,05/05/2025,13:38:38,SONDA URETRAL Nº 12,,-1.2,UM,"514,671636","0,015","0,018"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/029409,05/05/2025,13:38:38,LUVA DE PROCEDIMENTO NAO ESTERIL DE,,-700.0,UM,"142,428307","0,010","7,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/029409,05/05/2025,13:38:38,COLETOR DE URINA PARA INCONTINÊNCIA,,-90.0,UM,"136,508882","0,100","9,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/029409,05/05/2025,13:38:38,OXIBUTININA (CLORIDRATO) COMPRIMIDO 5 09.G.,,-600.0,CP,"419,433342","0,001","0,600"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,ÁLCOOL ETÍLICO HIDRATADO 70% (70°GL),,-24.0,FR,"102,110418","0,800","19,200"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,CEFTRIAXONA PÓ P/ SOL INJ 500MG IM 09.J.01,,-25.0,FA,"180,330380","0,100","2,500"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-150.0,UN,"537,212150","0,100","15,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-180.0,UN,"761,955250","0,100","18,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,"CLORETO DE SODIO 0,9 % SOLUÇAO 09.B.05.X",,-28.0,UN,"190,273859","0,100","2,800"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,DIMENIDRINATO + PIRIDOXINA 09.A.04.A,,-20.0,AM,"157,710684","0,100","2,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,PANTOPRAZOL PÓ LIOFILIZADO PARA 09.A.02.B,,-20.0,FA,"124,931450","0,100","2,000"
Distribuição NLF NO x UBS 20 Planaltina.pdf,506 - LOGÍSTICA FARMACÊUTICA APS NORTE,506120 - FARMÁCIA - UBS,506-25/030351,07/05/2025,16:11:00,TENOXICAM PO LIOFILIZADO PARA 09.M.01.A,,-100.0,FA,"492,373502","0,100","10,000"
